begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
10:26.3,10:30.6,74,,,,,Wife_H03_AW,我跟他三十三十年好像一直..都是陌生人一样,Wǒ gēn tā sānshísānshí nián hǎoxiàng yīzhí.. dōu shì mòshēng rén yīyàng.,I have been living with him for thirty.. thirty years. It seems that.. all the time.. we are strangers to each other.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,metaphor,,陌生人,up:isolated,三十年,expand:entertain,,
10:30.7,10:40.1,74,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
10:40.1,10:42.7,75,,,,Wife_H03_AW,Wife_H03_AW,上次有个卖保险的女的,Shàng cì yǒu gè mài bǎoxiǎn de nǚ de.,Last time.. there was a woman who sold insurance.,hostess,,,,,,,,,,,,,,,,,,,,,
10:42.7,10:44.7,75,,,,,Wife_H03_AW,她就好像自己家一样,Tā jiù hǎoxiàng zìjǐ jiā yì yàng.,She took his office as her own home.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,contrast,,在自己家,,,contract:disclaim:counter,就,
10:44.7,10:46.5,75,,,,,Wife_H03_AW,在那里跟他有说有笑,Zài nàlǐ gēn tā yǒu shuō yǒu xiào.,In his office.. she talked and laughed with him.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,evoke,,,,,contract:proclaim,,
10:46.5,10:47.4,75,,,,,Wife_H03_AW,我正好进去,Wǒ zhènghǎo jìnqù.,I just went in.,hostess,,,,,,,,,,,,,,,,,,,,,
10:47.4,10:49.5,75,,,,,Wife_H03_AW,他刚好别人打个电话给他,Tā gānghǎo biérén dǎ gè diànhuà gěi tā.,He had to answer a call.,hostess,,,,,,,,,,,,,,,,,,,,,
10:49.5,10:51.4,75,,,,,Wife_H03_AW,他就跟她一说一笑就走了,Tā jiù gēn tā yī shuō yīxiào jiù zǒule.,He left with her talking and laughing.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
10:51.4,10:52.7,75,,,,,Wife_H03_AW,他说我有事就走了,Tā shuō wǒ yǒushì jiù zǒule.,"He said ""I'm busy"" then left.",hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
10:52.7,10:56.1,75,,,,,Wife_H03_AW,那个女的就自己往抽屉里去拿他那个客户单,Nàgè nǚ de jiù zìjǐ wǎng chōutì lǐ qù ná tā nàgè kèhù dān.,The woman opened the drawer and took his client list.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
10:56.1,10:59.8,75,,,,,Wife_H03_AW,因为她要他那个客户单去买那个车险嘛,Yīnwèi tā yào tā nàgè kèhù dān qù mǎi nàgè chēxiǎn ma.,Because she needed his client list to sell her car insurance.,hostess,,,,,,,,,,,,,,,,,,,,,
10:59.8,11:01.4,75,,,,,Wife_H03_AW,她都不跟我打声招呼,Tā dōu bù gēn wǒ dǎ shēng zhāohū.,She didn't even say hello to me.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,denial,,,,,contract:disclaim:counter,,
11:01.4,11:06.7,75,,,,,Wife_H03_AW,或者哦..老板娘说..你老公说那个客户本子给我复印一下或者什么,Huòzhě ó.. lǎobǎnniáng shuō.. nǐ lǎogōng shuō nàgè kèhù běnzi gěi wǒ fùyìn yīxià huòzhě shénme.,Or.. oh.. proprietress.. she could say.. your husband said that I can make a copy of the customer list.. or anything else.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,,,,contract:disclaim:counter,,
11:06.7,11:08.9,75,,,,,Wife_H03_AW,招呼都不打..她自己直接去拿啊,Zhāohū dōu bù dǎ.. tā zìjǐ zhíjiē qù ná a.,She didn't say hi. She directly went to get the list.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
11:08.9,11:12.1,75,,,,,Wife_H03_AW,跟那个女的也是有暧昧关系,Gēn nàgè nǚ de yěshì yǒu àimèi guānxì.,He has a flirtationship with that woman.. too.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
11:13.3,11:16.5,76,,I,S,Hostess_H03,Hostess_H03,这个仅仅凭这个有说有笑你就觉得他们两个人就,Zhège jǐnjǐn píng zhège yǒu shuō yǒu xiào nǐ jiù juédé tāmen liǎng gèrén jiù,Do you think that there is something wrong with these two people simply because they talk and laugh together,wife,,,,,,,,,,wife,-ve,judgement,invoke,counter-expectancy,,凭这个,down:isolated,仅仅,expand:entertain,,
11:16.5,11:18.8,77,,,,Wife_H03_AW,Wife_H03_AW,他那眼神不一样..我跟你说,Tā nà yǎnshén bù yīyàng.. wǒ gēn nǐ shuō.,His eye expressions are different.. I told you.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,,,,contract:proclaim,,
11:18.8,11:21.6,77,,,,,Wife_H03_AW,我老公跟我几十年..他那眼神我就知道,Wǒ lǎogōng gēn wǒ jǐ shí nián.. tā nà yǎnshén wǒ jiù zhīdào.,My husband has been with me for decades.. and I know his eye expressions very well.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,,,,monoglossic,,
11:21.6,11:22.6,77,,,,,Wife_H03_AW,第六感最灵,Dì liù gǎn zuì líng.,The sixth sense is the most reliable.,hostess,,,,,,,,,,,,,invoke,,,,,,contract:proclaim:justify,,
11:22.6,11:24.6,77,,,,,Wife_H03_AW,他那个人啊..我跟你说..对那个人有意思,Tā nàgè rén a.. wǒ gēn nǐ shuō.. duì nàgè rén yǒuyìsi.,He that man.. I told you.. he had a crush on that person.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,,,,,,contract:proclaim,,
11:24.6,11:25.8,77,,,,,Wife_H03_AW,我一眼就看出来,Wǒ yīyǎn jiù kàn chūlái.,I can see it at a glance.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,看出来,up:isolated,一眼,contract:proclaim,,
11:25.8,11:27.1,78,O,I,S,Hostess_H03,Hostess_H03,跟看你的眼神不一样,Gēn kàn nǐ de yǎnshén bù yīyàng,The eye expression is not the same as when he is looking at you,wife,,,,,,,,,,,,,,,,,,,,,
11:26.7,11:28.7,79,O,I,S,Wife_H03_AW,Wife_H03_AW,我对..他不看你,Wǒ duì.. tā bù kàn nǐ,I am.. he does not look at you,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,,,,monoglossic,,
11:28.7,11:30.7,79,O,,,,Wife_H03_AW,他干脆不看你,Tā gāncuì bù kàn nǐ.,He simply doesn't look at you,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不看,up:isolated,干脆,contract:proclaim,,
11:29.4,11:30.1,80,O,I,S,Hostess_H03,Hostess_H03,他干脆不看,Tā gāncuì bù kàn,He simply doesn't look at you,wife,,,,,,,,,,,,,,,,,,,,,
11:30.9,11:32.7,80,,,,,Hostess_H03,那看别人的眼神呢,Nà kàn biérén de yǎnshén ne,What about when he is looking at other people,wife,,,,,,,,,,,,,,,,,,,,,
11:32.7,11:34.1,81,,,,Wife_H03_AW,Wife_H03_AW,着迷嘛..就是,Zháomí ma.. jiùshì.,Fascinated.. yes.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
11:34.1,11:34.9,81,,,,,Wife_H03_AW,就是那种,Jiùshì nà zhǒng.,That's sort of (fascinated eye expression),hostess,IVoE,,,,,,,,,,,,,,,,,,,,
11:34.9,11:36.2,81,,,,,Wife_H03_AW,他对任何女人都着迷,Tā duì rènhé nǚrén dōu zháomí.,He is fascinated by any woman,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,着迷,up:isolated,任何,monoglossic,,
11:36.2,11:37.3,81,,,,,Wife_H03_AW,他这个人就是,Tā zhège rén jiùshì.,He is this sort of person,hostess,,,,,,,,,,,,,,,,,,,,,
11:38.1,11:43.2,82,,I,S,Hostess_H03,Hostess_H03,在这种场景..就是你说的..看到他跟别人说说笑笑的场景..在你们家里会有发生吗,Zài zhè zhǒng chǎngjǐng.. jiùshì nǐ shuō de.. kàn dào tā gēn biérén shuō shuōxiào xiào de chǎngjǐng.. zài nǐmen jiālǐ huì yǒu fāshēng ma,This kind of scene.. what you said.. the scene that he talks and laughs with others.. will it happen in your home,wife,,,,,,,,,,,,,,,,,,,,,
11:43.2,11:44.0,83,,,,Wife_H03_AW,Wife_H03_AW,没有的,Méiyǒu de.,No.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,monoglossic,,
11:44.0,11:45.6,84,O,I,S,Hostess_H03,Hostess_H03,他跟你从来不会有,Tā gēn nǐ cónglái bu huì yǒu,He never has it with you,wife,,,,,,,,,,,,,,,,,,,,,
11:45.2,11:46.7,85,O,I,S,Wife_H03_AW,Wife_H03_AW,零..零交流,Líng.. líng jiāoliú.,Zero.. zero communication,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:isolated,,monoglossic,,
11:46.7,11:47.8,85,,,,,Wife_H03_AW,零沟通,Líng gōutōng.,Zero communication,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:isolated,,monoglossic,,
11:47.8,11:51.0,85,O,,,,Wife_H03_AW,他跟我说句话就是我一开口..,Tā gēn wǒ shuō jù huà jiùshì wǒ yī kāikǒu..,If he says a word to me. It is that when I open my mouth,hostess,VoE,,,,,,,,,,,,,,,,,,,,
11:48.6,11:49.4,86,O,I,,Hostess_H03,Hostess_H03,他这件事情..,tā zhè jiàn shìqíng..,He.. about this issue..,wife,,,,,,,,,,,,,,,,,,,,,
11:49.7,11:50.1,86,O,I,,Hostess_H03,Hostess_H03,好,hǎo,Ok.,wife,,,,,,,,,,,,,,,,,,,,,
11:51.0,11:53.3,87,,I,S,Wife_H03_AW,Wife_H03_AW,就好像他耳朵都闭住了,jiù hǎoxiàng tā ěrduǒ dōu bì zhùle.,It is as if his ears were closed.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,耳朵闭住,up:infused,,monoglossic,就,
11:53.3,11:54.4,87,,,,,Wife_H03_AW,要么就出去了,Yàome jiù chūqùle.,He either goes out.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
11:54.4,11:55.7,87,,,,,Wife_H03_AW,要么就把门一关,Yàome jiù bǎmén yī guān.,Or just closes the door.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
11:55.7,11:56.8,87,,,,,Wife_H03_AW,就玩他的手机,Jiù wán tā de shǒujī.,He plays with his phone.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
11:56.8,11:58.2,87,,,,,Wife_H03_AW,随便你说什么,Suíbiàn nǐ shuō shénme.,Whatever you say.. he doesn't listen.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,随便,,,monoglossic,,
11:58.8,12:02.8,88,,I,S,Hostess_H03,Hostess_H03,柯先生..店里头..看见你看别人的眼神她说是痴迷的,Kē xiānshēng.. diàn lǐtou.. kànjiàn nǐ kàn biérén de yǎnshén tā shuō shì chīmí de,Mr. Ke.. in the store.. she says the eye expressions you have when looking at other people are obsessed,husband,,,,,,,,,,husband,-ve,judgement,inscribe,,,,,,,,
12:02.8,12:05.2,89,,,,Husband_H03_WH,Husband_H03_WH,那是谈生意..客户买车子,Nà shì tán shēngyì.. kèhù mǎi chēzi.,That was to talk about business. There were customers coming to buy cars.,hostess,VoE,痴迷的眼神,IVoE,谈生意,reorient to an alternative VE,reorient,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
12:05.2,12:06.4,90,,I,S,Wife_H03_AW,Wife_H03_AW,那是谈生意吗嗯,Nà shì tán shēngyì ma Ń,Was that talking about business Really,antagonist,VoE,谈生意,VoE,不是谈生意,reject the VE,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:06.1,12:07.2,91,O,I,S,Husband_H03_WH,Husband_H03_WH,说说笑笑..就是正常的嘛,Shuō shuōxiào xiào.. jiùshì zhèngcháng de ma.,Talking and laughing.. That is normal.,antagonist,ExAss,说说笑笑,VoE,正常,reorient to an interpretation of the VE /attitudinalize the VE,reorient,ExAss,No,VoE,self,+ve,judgement,inscribe,,,,,,contract:proclaim,,
12:07.2,12:07.6,91,O,,,,Husband_H03_WH,那,Nà,That…,antagonist,,,,,,,,,,,,,,,,,,,,,
12:07.4,12:09.3,92,O,I,S,Wife_H03_AW,Wife_H03_AW,你天天跟那么多女人谈谈生意啊,nǐ tiāntiān gēn nàme duō nǚrén tán tán shēngyì a,Do you talk to so many women every day about business,antagonist,VoE,谈生意,VoE,天天跟女人谈生意,present the VE as questionable,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,rhetorical question,,谈生意,up:isolated,那么多,contract:proclaim,,
12:09.3,12:10.5,93,,I,S,Hostess_H03,Hostess_H03,好..别着急,Hǎo.. bié zhāojí.,Ok. Relax.,wife,,,,,,,,,,,,,,,,,,,,,
12:10.5,12:12.2,93,,,,,Hostess_H03,嗯..柯先生解释一下看,Ń.. kē xiānshēng jiěshì yīxià kàn.,Well.. let Mr. Ke explain.,couple,,,,,,,,,,,,,,,,,,,,,
12:12.2,12:13.3,94,,,,Husband_H03_WH,Husband_H03_WH,什么叫痴迷啊..这个,Shénme jiào chīmí a.. zhège,What is obsession.. this,antagonist,,痴迷的眼神,ExAss,什么叫痴迷,reverse or question the assessment,challenge,ExAss,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:13.3,12:15.1,94,,,,,Husband_H03_WH,看一下女人..看女人叫痴迷,Kàn yīxià nǚrén.. kàn nǚrén jiào chīmí,Looking at a woman.. do you call looing at a woman obsession,antagonist,,痴迷的眼神,ExAss,女人都痴迷,reverse or question the assessment,challenge,ExAss,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:15.1,12:16.7,94,,,,,Husband_H03_WH,那天下那么大女人我都痴迷,Nèi tiānxià nàme dà nǚrén wǒ dū chīmí,There are so many women in the world. Am I obsessed with all of them,antagonist,,痴迷的眼神,ExAss,痴迷不过来,reverse or question the assessment,challenge,ExAss,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:16.7,12:17.8,94,,,,,Husband_H03_WH,我痴迷得过来吗,Wǒ chīmí dé guòlái ma,Is it possible for me to be obsessed with all of them,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:17.8,12:19.7,95,,I,S,Hostess_H03,Hostess_H03,那对方是..客户是吧,Nà duìfāng shì.. kèhù shì ba,That person was.. a customer.. right,husband,,,,,,,,,,,,,,,,,,,,,
12:19.7,12:20.4,96,,,,Husband_H03_WH,Husband_H03_WH,是客户啊,Shì kèhù a,It was a customer,hostess,,,,,,,,,,self,+ve,judgement,invoke,affirmative,,,,,contract:proclaim,,
12:20.4,12:22.1,96,,,,,Husband_H03_WH,她到我那儿谈车子买车子啊,Tā dào wǒ nà'er tán chēzi mǎi chē zi a.,She came to me to talk about the car and buy a car.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
12:22.1,12:24.7,96,,,,,Husband_H03_WH,看车型..电脑..我店里没车子了,Kàn chēxíng.. diànnǎo.. wǒ diàn lǐ méi chēzile.,Look at the model.. on the computer.. I had no car in the store.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
12:24.7,12:26.7,96,,,,,Husband_H03_WH,我只有一个电脑..摆在那里,Wǒ zhǐyǒu yīgè diànnǎo.. bǎi zài nàlǐ.,I only had a computer in my store.,hostess,,,,,,,,,,,,,,,,,,,,,
12:26.7,12:28.1,96,,,,,Husband_H03_WH,在电脑里看车子,Zài diànnǎo lǐ kàn chē zi.,We were looking at the cars in the computer.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
12:28.1,12:30.4,96,,,,,Husband_H03_WH,介绍那个东西..介绍它怎么样怎么样好,Jièshào nàgè dōngxī.. jièshào tā zěnme yàng zěnme yàng hǎo.,Introduce the cars to her.. and introduce how they were.. how good they were.,hostess,,,,,,,,,,,,,,,,,,,,,
12:30.4,12:31.3,96,,,,,Husband_H03_WH,我跟她说说笑笑的,Wǒ gēn tā shuō shuōxiào xiào de.,I talked to her with a smile.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
12:31.3,12:33.0,96,,,,,Husband_H03_WH,要不然死板个脸跟她谈生意啊,Yào bùrán sǐbǎn gè liǎn gēn tā tán shēngyì a,What could I otherwise Should I talk business with her with a stubborn face,antagonist,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:33.0,12:35.0,96,,,,,Husband_H03_WH,那谁跟你谈..谁找你买车,Nà shéi gēn nǐ tán.. shéi zhǎo nǐ mǎi chē,If I did that.. who would to you Who is going to buy a car from you,antagonist,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:35.0,12:37.7,97,,I,S,Hostess_H03,Hostess_H03,就拿你的客户资料..也不尊重她,Jiù ná nǐ de kèhù zīliào.. yě bù zūnzhòng tā.,About the woman taking away your customer information.. and not respecting her.,husband,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,,,,,,
12:37.7,12:38.9,98,,,,Husband_H03_WH,Husband_H03_WH,我不知道,Wǒ bù zhīdào.,I do not know.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,,,,monoglossic,,
12:38.9,12:42.0,98,O,,,,Husband_H03_WH,就算有那回事..可能有吧..我就算有吧,Jiùsuàn yǒu nà huí shì.. kěnéng yǒu ba.. wǒ jiùsuàn yǒu ba.,Even if it's true.. may be true.. I think it's true.,hostess,IVoE,,,,,,,,,intruder,-ve,judgement,invoke,evoke,,有,down:isolated,就算,expand:entertain,就算,
12:38.9,12:39.5,99,O,I,,Wife_H03_AW,Wife_H03_AW,你看,Nǐ kàn,Look,hostess,IVoE,拿客户资料,VoE,你看,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,Yes,VoE; IVoE,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
12:42.0,12:42.8,100,O,I,S,Husband_H03_WH,Husband_H03_WH,那有什么关系,Nà yǒu shé me guānxì,What does it matter,antagonist,IVoE,你看,IVoE,没有关系,reject or question the interpretation,challenge,IVoE,No,IVoE,self,+ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:42.6,12:44.2,101,O,I,S,Wife_H03_AW,Wife_H03_AW,那天就你一个好不好,Nèitiān jiù nǐ yīgè hǎobù hǎo,There was only you in the store that day.. wasn't it,antagonist,,没有关系,IVoE,就一个人,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:45.6,12:48.4,102,,I,S,Hostess_H03,Hostess_H03,所以这个事在柯先生看来也无伤大雅,Suǒyǐ zhège shì zài kē xiānshēng kàn lái yě wúshāngdàyǎ,So this thing is also innocuous in Mr. Ke’s opinion,husband,,,,,,,,,,husband,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
12:48.4,12:49.8,103,,,,Husband_H03_WH,Husband_H03_WH,那肯定的喽,Nà kěndìng de gē.,That's for sure.,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,,,,contract:proclaim,,
12:49.8,12:53.7,103,,,,,Husband_H03_WH,她要自己找自己难受,Tā yào zìjǐ zhǎo zìjǐ nánshòu.,She wants to find troubles for herself.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
12:53.7,12:55.0,103,,,,,Husband_H03_WH,我跟她无法沟通..你知道吗,Wǒ gēn tā wúfǎ gōutōng.. nǐ zhīdào ma,I can't communicate with her.. you know,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,contract:proclaim,,
12:55.0,12:57.2,103,,,,,Husband_H03_WH,我跟她说了几句话她就犟起来..吱吱吱,Wǒ gēn tā shuōle jǐ jù huà tā jiù jiàng qǐlái.. zhī zhī zhī,If I say a few words to her.. she will pick up an argument with me defiantly blah blah blah,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:infused,,contract:disclaim:counter,,
12:57.2,12:58.3,103,,,,,Husband_H03_WH,还发脾气了,hái fā píqìle.,Also she will lose her temper.,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,contract:disclaim:counter,,
12:58.3,12:59.4,103,,,,,Husband_H03_WH,骂我..骂死你,Mà wǒ.. mà sǐ nǐ.,She will curse at me.. cursing at me to death.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:infused,,monoglossic,,
12:59.4,13:01.0,103,,,,,Husband_H03_WH,她祖宗十八代都骂,Tā zǔzōng shíbā dài dōu mà.,She will curse at all my ancestors.. ancestors of eighteen generations.,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,up-scaling,,,up:isolated,,contract:disclaim:counter,,
13:01.0,13:02.3,103,,,,,Husband_H03_WH,她骂你一个人都不算,Tā mà nǐ yīgè rén dōu bù suàn.,She doesn't curse at you alone.,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,up-scaling,,,up:isolated,,contract:disclaim:counter,,
13:02.3,13:03.4,104,,I,S,Wife_H03_AW,Wife_H03_AW,你一句都不解释,Nǐ yījù dōu bù jiěshì.,You don't explain at all.,antagonist,VoE,骂你,VoE,你不解释,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,denial,,不解释,up:isolated,一句,contract:disclaim:counter,,
13:03.4,13:04.4,104,,,,,Wife_H03_AW,我不骂你啊,Wǒ bù mà nǐ a,Of course I will curse at you.,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
13:04.4,13:05.9,105,,I,S,Husband_H03_WH,Husband_H03_WH,我解释得清楚吗,Wǒ jiěshì dé qīngchǔ ma,Can I explain clearly,antagonist,IVoE,你不解释,VoE,解释不清,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,No,VoE,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
13:05.9,13:08.6,105,O,,,,Husband_H03_WH,这一生中没有一件事跟你解释得清楚,Zhè yīshēng zhōng méiyǒu yī jiàn shì gēn nǐ jiěshì dé qīngchǔ.,In my life.. nothing can be explained to you clearly.,antagonist,IVoE,你不解释,VoE,解释不清,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,No,IVoE,antagonist,-ve,judgement,invoke,denial,,没有,up:isolated,一件事,contract:disclaim:counter,,
13:06.4,13:07.5,106,O,I,,Wife_H03_AW,Wife_H03_AW,那你说喽,Nà nǐ shuō gē.,Then you explain.,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,contract:proclaim,,
13:08.3,13:09.9,106,O,I,S,,Wife_H03_AW,你..你就没法解释,Nǐ.. nǐ jiù méi fǎ jiěshì.,You.. you just can't explain it at all.,antagonist,IVoE,解释不清,IVoE,你没法解释,replace with an alternative interpretation,replace,IVoE,No,IVoE,antagonist,-ve,judgement,invoke,denial,,,,,contract:proclaim,,
13:09.3,13:09.9,107,O,I,,Husband_H03_WH,Husband_H03_WH,呵呵,Hēhē.,Heh heh.,antagonist,,,,,,,,,,,,,,,,,,,,,
13:10.2,13:50.8,107,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
13:50.8,13:53.7,108,,,,Wife_H03_AW,Wife_H03_AW,他那天下午..我让他在家里吃,Tā nèitiān xiàwǔ.. wǒ ràng tā zài jiālǐ chī.,He in one afternoon.. I asked him to eat at home.,hostess,,,,,,,,,,,,,,,,,,,,,
13:53.7,13:54.3,108,,,,,Wife_H03_AW,他不,Tā bù.,He refused.,hostess,,,,,,,,,,,,,,,,,,,,,
13:54.3,13:58.2,108,,,,,Wife_H03_AW,他把手机..这样看一下那样看一下..好像魂不守舍的样子,Tā bǎ shǒujī.. zhèyàng kàn yīxià nàyàng kàn yīxià.. hǎoxiàng húnbùshǒushè de yàngzi.,He took the phone out and looked at it all the time.. as if he had lost his soul.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:infused,,expand:entertain,,
13:58.2,13:59.1,108,,,,,Wife_H03_AW,我就看出来了,Wǒ jiù kàn chūláile.,I saw something wrong.,hostess,,,,,,,,,,,,,,,,,,,,,
13:59.1,14:00.1,108,,,,,Wife_H03_AW,我说你干嘛,Wǒ shuō nǐ gàn ma,I asked what are you doing,hostess,,,,,,,,,,,,,,,,,,,,,
14:00.1,14:01.6,108,,,,,Wife_H03_AW,他说..唉..不想吃,Tā shuō.. āi.. bùxiǎng chī.,He said.. oh.. I don't want to eat.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,monoglossic,,
14:01.6,14:02.7,108,,,,,Wife_H03_AW,我想到外面去吃,Wǒ xiǎngdào wàimiàn qù chī.,I want to eat outside.,hostess,,,,,,,,,,,,,,,,,,,,,
14:02.7,14:07.2,108,,,,,Wife_H03_AW,结果就跟我们小区里那个女的就约了,Jiéguǒ jiù gēn wǒmen xiǎoqū lǐ nàgè nǚ de jiù yuēle.,The result was that he had a date with that woman in our community.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,contract:disclaim:counter,,
14:07.2,14:10.6,108,,,,,Wife_H03_AW,就跑到那边去那个餐馆去吃饭,Jiù pǎo dào nà biān qù nàgè cānguǎn qù chīfàn.,He went there.. to that restaurant to eat with her.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,contract:disclaim:counter,,
14:10.6,14:12.9,108,O,,,,Wife_H03_AW,有说有笑的,Yǒu shuō yǒu xiào de.,They talked and laughed.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
14:11.8,14:12.6,109,O,I,S,Hostess_H03,Hostess_H03,你看到了,Nǐ kàn dàole,Did you see them,wife,,,,,,,,,,,,,,,,,,,,,
14:12.9,14:13.7,110,,,,Wife_H03_AW,Wife_H03_AW,对,Duì.,Yes.,hostess,,,,,,,,,,,,,,,,,,,,,
14:13.7,14:16.0,110,,,,,Wife_H03_AW,过后我看到他两个坐在餐馆,Guòhòu wǒ kàn dào tā liǎng gè zuò zài cānguǎn.,Later I saw two of them sitting in the restaurant.,hostess,,,,,,,,,,,,,,,,,,,,,
14:16.0,14:18.6,110,,,,,Wife_H03_AW,面对面..像这样的桌子..他坐这边她坐这边,Miànduìmiàn.. xiàng zhèyàng de zhuōzi.. tā zuò zhè biān tā zuò zhè biān.,Face to face. Sitting at a table like this. He sat here and she sat here.,hostess,,,,,,,,,,,,,,,,,,,,,
