begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
15:35.5,15:38.3,169,,,,,Wife_W03_WW,拿那个那个膝盖..顶我,,He used that that knee.. to kick me,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,膝盖顶,,,monoglossic,,
15:39.6,15:41.0,170,,,,Hostess_W03,Hostess_W03,都会因为什么,,What are the causes ,wife,,,,,,,,,,,,,,,,,,,,,
15:41.3,15:43.2,171,,,,Wife_W03_WW,Wife_W03_WW,就是因为吵架啊拌嘴啊…,,It’s just because of argument and quarrel...,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,就,
15:43.2,15:47.8,172,,,,,Wife_W03_WW,有一次把我的眼睛啊...这里全部都打打黑掉了,,There was one time he beat my eyes... all of this area was beaten beaten into black,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,打,up:isolated,全部,contract:proclaim,都,啊
15:47.9,15:51.7,173,,,,Husband_W03_AH,Husband_W03_AH,那是因为你每次怎么讲呢..太好强了…,,That's because you every time how to say.. you were too aggressive...,antagonist,,打人,VoE,你好强,reorient to an interpretation /attitudinalize the VE,reorient,ExAss,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,inscribe,,,好强,up:isolated,太……了,expand:entertain,怎么讲呢,
15:51.7,15:56.0,173,,,,,Husband_W03_AH,本来就是一个小小的事情...喊大哥来说一下..有什么不行呢…,,It was just a small thing... call the big brother to have a discussion.. Why can't it be...,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,有什么不行,
15:56.0,15:58.1,173,,,,,Husband_W03_AH,你就非得..唉..非得..不准…,,You just wanted to..alas..wanted to..say no...,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不,up:isolated,非得,contract:disclaim,非得,
15:58.1,15:59.4,173,,,,,Husband_W03_AH,然后把电话线拔了…,,Then (you) unplugged the landline...,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,拔电话线,,,monoglossic,,
15:59.4,16:00.8,173,,,,,Husband_W03_AH,肯定...气愤啊,,Definitely... (I was) angry ,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,气,,,contract:proclaim,肯定,
16:01.0,16:02.5,174,,,,Hostess_W03,Hostess_W03,拔了然后你就,,(I) unplugged the line then you,husband,,,,,,,,,,,,,,,,,,,,,
16:03.5,16:05.2,175,,,,Husband_W03_AH,Husband_W03_AH,她...太冲动了...就是,,She... (was) too impulsive...that's it,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,冲动,up:isolated,太……了,contract:proclaim,就,
16:05.2,16:07.5,176,,,,Wife_W03_WW,Wife_W03_WW,你打我还说我...太冲动了,,You beat me and say that I... (was) too impulsive,antagonist,,冲动,ExAss,你打人,reverse or question the assessment,challenge,ExAss,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,contrast,,,,,contract:disclaim,还,
16:09.7,16:39.0,176,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
16:39.2,16:42.1,177,,,,Wife_W03_WW,Wife_W03_WW,我们家女儿...就像不是亲生的一样的,Wǒmen jiā nǚ'ér... Jiù xiàng bùshì qīnshēng de yīyàng de ,Our daughter…It seemed that she was not his own daughter,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不,,,contract:proclaim,就,
16:42.1,16:46.8,177,,,,,Wife_W03_WW,他妈...到我们那里来看病的时候..他妈妈数那个钱,tā mā... Dào wǒmen nàlǐ lái kànbìng de shíhòu.. Tā māmā shù nàgè qián ,His mother... when she came to our place to see a doctor.. his mother counted the money,hostess,VoE,,,,,,,,,,,,,,,,,,,,
16:46.8,16:48.3,177,,,,,Wife_W03_WW,说少了一百块钱,shuō shǎole yībǎi kuài qián ,She said she lost a hundred Yuan,hostess,VoE,,,,,,,,,,,,,,,,,,,,
16:48.3,16:50.3,177,,,,,Wife_W03_WW,好..就问我们家女儿拿了没有,hǎo.. Jiù wèn wǒmen jiā nǚ'ér nále méiyǒu ,OK.. She just asked our daughter if she took it,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,问,,,contract:proclaim,就,
16:50.3,16:51.7,177,,,,,Wife_W03_WW,我们家女儿她说没拿,wǒmen jiā nǚ'ér tā shuō méi ná ,Our daughter said she didn't take it,hostess,VoE,,,,,,,,,,,,,,,,,,,,
16:51.7,16:53.0,177,,,,,Wife_W03_WW,他就逼我们家女儿,tā jiù bī wǒmen jiā nǚ'ér,He then forced our daughter to admit,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,逼,,,contract:proclaim,就,
16:53.0,16:55.3,177,,,,,Wife_W03_WW,把我们家..女儿每天逼得眼泪汪汪的, bǎ wǒmen jiā.. Nǚ'ér měitiān bī dé yǎnlèi wāngwāng de ,He made our... daughter crying every day,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,逼,up:isolated,没涂,monoglossic,,
16:55.4,16:58.0,178,,,,Husband_W03_AH,Husband_W03_AH,我女儿就算做了...她死都不会承认,wǒ nǚ'ér jiùsuàn zuòle... Tā sǐ dōu bù huì chéngrèn ,Even if my daughter did it...she would never admit it to death,hostess,VoE,女儿,VoE,不承认,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,children,-ve,judgement,invoke,denial,,不承认,up:isolated,死都,contract:proclaim,都,
16:58.1,16:58.8,179,,,,Hostess_W03,Hostess_W03,所以,suǒyǐ,So,husband,,,,,,,,,,,,,,,,,,,,,
16:58.8,17:01.3,180,,,,Husband_W03_AH,Husband_W03_AH,我就是说你如果拿了..你就拿出来,Wǒ jiùshì shuō nǐ rúguǒ nále.. Nǐ jiù ná chūlái,I just said if you stole the money..you just take it out,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,我说,,,contract:proclaim,就,
17:01.3,17:02.1,180,O,,,,Husband_W03_AH,[不拿出来],[bù ná chūlái],[if you don't take it out],hostess,,,,,,,,,,,,,,,,,,,,,
17:01.6,17:02.8,181,O,I,S,Wife_W03_WW,Wife_W03_WW,[你就讲了]这些吗,Nǐ jiù jiǎngle zhèxiē ma ,Did you say this only,antagonist,VoE,我说,VoE,就讲这些,present the VE as questionable,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,吗
17:02.8,17:04.5,181,,,,,Wife_W03_WW,你搜她书包了没有,nǐ sōu tā shūbāole méiyǒu ,Didn't you search her school bag,antagonist,VoE,我说,VoE,搜书包,replace with an alternative VE,replace,VoE,No,VoE,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,没有,
17:04.7,17:05.7,182,,,,Husband_W03_AH,Husband_W03_AH,我没搜她书包,wǒ méi sōu tā shūbāo ,I didn't search her school bag,antagonist,VoE,搜书包,VoE,没有,reject the VE,challenge,VoE,No,VoE,self,+ve,judgement,invoke,denial,,没有,,,monoglossic,,
17:05.7,17:06.6,182,O,,,,Husband_W03_AH,我拿[书包],wǒ ná shūbāo ,I took her school bag,antagonist,,,,,,,,,,,,,,,,,,,,,
17:06.3,17:08.0,183,O,I,S,Wife_W03_WW,Wife_W03_WW,[那她]为什么每天都是那样委屈,nà tā wèishéme měitiān dū shì nàyàng wěiqu ,Then why did she feel she had been seriously wronged every day,antagonist,IVoE,没有,VoE,委屈,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,No,VoE,antagonist,-ve,judgement,invoke,attitudinal token,observed,委屈,up:isolated,每天,contract:proclaim,为什么,
17:08.0,17:09.2,183,,,,,Wife_W03_WW,那样眼泪汪汪的,nàyàng yǎnlèi wāngwāng de ,So teary,antagonist,IVoE,没有,VoE,眼泪汪汪,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,No,VoE,antagonist,-ve,judgement,invoke,attitudinal token,observed,眼泪汪汪,,,contract:proclaim,,
17:09.2,17:10.2,183,,,,,Wife_W03_WW,是干什么呢,shì gànshénme ne ,Why was that,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,眼泪汪汪,,,contract:proclaim,干什么,呢
17:10.2,17:12.8,183,,,,,Wife_W03_WW,早上也不吃..还要我妈给她送到学校里面去呢,zǎoshang yě bù chī.. Hái yào wǒ mā gěi tā sòng dào xuéxiào lǐmiàn qù ne,She didn’t eat in the morning.. I had to ask my mum to accompany her to the school,antagonist,IVoE,没有,VoE,送学校,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,No,VoE,antagonist,-ve,judgement,invoke,attitudinal token,observed,气,up:isolated,早上不吃,contract:proclaim,为什么,呢
17:12.8,17:14.7,184,,,,Husband_W03_AH,Husband_W03_AH,这个是你们知道的事情,Zhège shì nǐmen zhīdào de shìqíng,This was something you knew,antagonist,,,,,,,,,,,,,,,,,,,,,
17:14.7,17:15.8,184,,,,,Husband_W03_AH,那我根本不知道,nà wǒ gēnběn bù zhīdào ,I didn't even know,antagonist,VoE,送学校,VoE,不知道,reject the VE,challenge,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,denial,,不,up:isolated,根本,contract:proclaim,根本,
17:15.8,17:20.4,184,,,,,Husband_W03_AH,为她不听话不什么的我...一天都不吃饭,wèi tā bù tīnghuà bù shénme de wǒ... Yītiān dū bù chīfàn ,Because she was disobedient and I…didn't have food for a day,antagonist,,,,,,,,,,self,+ve,judgement,invoke,evoke,,不吃饭,up:isolated,一天,contract:proclaim,为什么,
17:20.4,17:22.7,184,,,,,Husband_W03_AH,我就看你到底是不是..真的拿了,wǒ jiù kàn nǐ dàodǐ shì bùshì.. Zhēn de nále ,I wanted to see if you really took it,antagonist,,,VoE,我看,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,evoke,,看你拿钱,up:isolated,真的,contract:proclaim,就,
17:22.7,17:23.9,184,O,,,,Husband_W03_AH,她都无动于[衷],tā dōu wú dòng yú [zhōng] ,She was indifferent to [my hunger strike],antagonist,,,,,,,,,,children,-ve,judgement,inscribe,,,无动于衷,up:isolated,都,contract:disclaim,都,
17:23.7,17:25.3,185,O,I,S,Hostess_W03,Hostess_W03,[谁]不吃饭..你不吃饭,[shéi] bù chīfàn.. Nǐ bù chīfàn ,[Who] didn’t eat..you didn’t eat,husband,,,,,,,,,,,,,,,,,,,,,
17:25.3,17:26.2,186,,,,Husband_W03_AH,Husband_W03_AH,我不吃,wǒ bù chī ,I didn't eat,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,不,,,monoglossic,,
17:26.2,17:29.6,187,,,,Wife_W03_WW,Wife_W03_WW,女儿不承认拿一百块钱的话他就要绝食,nǚ'ér bù chéngrèn ná yībǎi kuài qián dehuà tā jiù yào juéshí ,If the daughter didn't admit that she took the 100 yuan he would go on a hunger strike,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,就,
17:29.6,17:33.1,187,,,,,Wife_W03_WW,之后...他就不理我们家女儿,zhīhòu... Tā jiù bù lǐ wǒmen jiā nǚ'ér ,After that... he ignored our daughter,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,就,
17:33.5,17:35.1,188,,,,Hostess_W03,Hostess_W03,还不止是那几天的事情,hái bùzhǐ shì nà jǐ tiān de shìqíng ,It's not just the matter of those few days,wife,,,,,,,,,,,,,,,,,,,,,
17:35.1,17:36.6,189,,,,Wife_W03_WW,Wife_W03_WW,一个月..坚持了一个月吧,yīgè yuè.. Jiānchíle yīgè yuè ba ,One month... The siutation lasted for a month,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,一个月,,,expand:entertain,,吧
17:36.8,17:37.8,190,O,,,Husband_W03_AH,Husband_W03_AH,有一个月吗,yǒu yīgè yuè ma,Was it a month,antagonist,VoE,几天,VoE,一个月,present the VE as questionable,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,吗,吗
17:37.8,17:38.8,191,O,I,S,Wife_W03_WW,Wife_W03_WW,没有一个月吗,Méiyǒu yīgè yuè ma,Wasn’t it as long as a month,antagonist,VoE,几天,VoE,一个月,present the VE as questionable,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,吗,吗
17:38.8,17:41.1,191,,,,,Wife_W03_WW,我们家女儿那时候13岁,wǒmen jiā nǚ'ér nà shíhòu 13 suì ,At that time our daughter was 13 years old,hostess,,,,,,,,,,,,,,,,,,,,,
17:41.1,17:42.7,191,,,,,Wife_W03_WW,每天都跟我们在做事,měitiān dū gēn wǒmen zài zuòshì ,She helped us with our business every day,hostess,,,,,,,,,,children,+ve,judgement,invoke,evoke,,跟我们做事,up:isolated,每天,monoglossic,,
17:42.7,17:44.8,191,,,,,Wife_W03_WW,吃饭的时候我就说..她还没上来呢,chīfàn de shíhòu wǒ jiù shuō.. Tā hái méi shànglái ne,At  mealtimes I would say to him.. She is not here yet,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,我说,,,contract:proclaim,就,
17:44.8,17:45.9,191,,,,,Wife_W03_WW,你要给她留点菜来,nǐ yào gěi tā liú diǎn cài lái,you should leave some food for her,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,要,,,contract:proclaim,要,
17:45.9,17:50.4,191,,,,,Wife_W03_WW,他说..怎么说啊..那么一点点事这个时候都还没做完还给她留什么菜喽,tā shuō.. Zěnme shuō a.. Nàme yī diǎndiǎn shì zhège shíhòu dōu hái méi zuò wán hái gěi tā liú shénme cài lóu,He said..what he said was..how come I should leave her some food if until now she hasn't finished doing that few things yet ,hostess,VoE,,VoE,女儿,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,quotation:other,,他说,,,monoglossic,,
17:50.7,17:53.2,192,,,,Husband_W03_AH,Husband_W03_AH,其实不是我们俩的问题都是小孩的问题,Qíshí bùshì wǒmen liǎ de wèntí dōu shì xiǎohái de wèntí,Actually it (the marital relationship problem) is not due to our problems it's all due to that kid’s problems ,hostess,ExAss,女儿,VoE,小孩问题,reorient to an interpretation /attitudinalize the VE,reorient,ExAss,Yes,VoE; IVoE; ExAss,children,-ve,judgement,inscribe,,,问题,up:isolated,都是,contract:proclaim,其实,
17:53.7,17:57.7,193,,,,Hostess_W03,Hostess_W03,在你看来...是孩子影响了你们..不是你们影响了孩子,Zài nǐ kàn lái... Shì hái zǐ yǐngxiǎngle nǐmen.. Bùshì nǐmen yǐngxiǎngle háizi ,In your opinion... it is the child who influenced you.. it was not you who influenced the child,husband,,,,,,,,,,,,,,,,,,,,,
17:57.7,18:01.2,194,O,,,Husband_W03_AH,Husband_W03_AH,就是聊天之前..最近几年...应该都是她的问题,jiùshì liáotiān zhīqián.. Zuìjìn jǐ nián... Yīnggāi dōu shì tā de wèntí ,Just before the chat.. In recent years... it should have been her problem,hostess,,,,,,,,,,children,-ve,judgement,inscribe,,,问题,up:isolated,几年,contract:proclaim,应该,
18:00.8,18:04.5,195,O,I,S,Wife_W03_WW,Wife_W03_WW,我们家女儿在我们这段婚姻中..是最大的受伤者,wǒmen jiā nǚ'ér zài wǒmen zhè duàn hūnyīn zhōng.. Shì zuìdà de shòushāng zhě ,Our daughter is the biggest victim in our marriage,antagonist,ExAss,女儿问题,IVoE,受害者,reorient to an explicit assessment,reorient,ExAss,No,IVoE,antagonist,-ve,judgement,inscribe,,,受伤者,up:isolated,最大,monoglossic,,
18:04.5,18:09.4,196,,,,,Wife_W03_WW,你知道她现在的性格...是怎么样的吗,nǐ zhīdào tā xiànzài dì xìnggé... Shì zěnme yàng de ma ,Do you know her current character...what is it like,antagonist,VoE,女儿问题,IVoE,性格,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,rhetorical question,,你知道吗,,,contract:proclaim,你知道吗,吗
18:09.4,18:14.1,196,,,,,Wife_W03_WW,你知道她为什么要拿毛巾勒自己的脖子吗,nǐ zhīdào tā wèishéme yào ná máojīn lēi zìjǐ de bózi ma ,Do you know why she took a towel around her neck,antagonist,VoE,女儿问题,IVoE,性格,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,rhetorical question,,你知道吗,,,contract:proclaim,你知道吗,吗
18:14.1,18:21.2,196,O,,,,Wife_W03_WW,[(cry)] (5.280) 你知道她所承受的吗,[(cry)] (5.280) Nǐ zhīdào tā suǒ chéngshòu de ma ,[(cry)] (5.280) Do you know what she has suffered,antagonist,,女儿问题,IVoE,性格,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,rhetorical question,,你知道吗,,,contract:proclaim,你知道吗,吗
18:19.2,18:19.6,197,O,I,,Husband_W03_AH,Husband_W03_AH,[这是],[zhè shì],[this is],antagonist,,,,,,,,,,,,,,,,,,,,,
18:21.2,18:25.0,198,,,,Wife_W03_WW,Wife_W03_WW,(cry) (2.056) 你站到她的角度..你为她考虑过吗,(Cry) (2.056) Nǐ zhàn dào tā de jiǎodù.. Nǐ wèi tā kǎolǜguò ma ,(cry) (2.056) Have you ever stood at her point of view.. and considered her,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,你考虑吗,,,contract:proclaim,你考虑吗,吗
18:25.0,18:26.5,198,,,,,Wife_W03_WW,她只是一个孩子啊,tā zhǐshì yīgè háizi a ,She's just a child,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,是个孩子,up:isolated,只是,contract:disclaim,只是,啊
18:26.5,18:28.9,198,,,,,Wife_W03_WW,只是一个十多岁的孩子啊,zhǐshì yīgè shí duō suì de háizi a ,She is just a teenager,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,是个孩子,up:isolated,十多岁,contract:disclaim,只是,啊
18:28.9,18:36.5,198,,,,,Wife_W03_WW,(cry) (5.208) 所以我们两个自己要反省我两个的问题,(cry) (5.208) Suǒyǐ wǒmen liǎng gè zìjǐ yào fǎnxǐng wǒ liǎng gè de wèntí ,(cry) (5.208) So the two of us have to reflect on my two problems,antagonist,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,反省,,,contract:proclaim,所以,
18:39.1,18:49.3,199,O,,,Hostess_W03,Hostess_W03,我现在理解邓女士..说..要看一看你不能复婚..这个看一看...不仅仅是看他对你怎样...还有看他在[这个家庭里],wǒ xiànzài lǐjiě dèng nǚshì.. Shuō.. Yào kàn yī kàn nǐ bùnéng fùhūn.. Zhège kàn yī kàn... Bùjǐn jǐn shì kàn tā duì nǐ zěnyàng... Hái yǒu kàn tā zài [zhège jiātíng lǐ] ,I now understand what Ms. Deng.. said..to consider the remarriage.. you need to look at this..not just to see how he treats you... but also to see if how he is in [this family],wife,,,,,,,,,,,,,,,,,,,,,
18:48.2,18:50.2,200,O,I,,Wife_W03_WW,Wife_W03_WW,[对家庭]对小孩...对,[duì jiātíng] duì xiǎohái... Duì ,[To the family] to the child...Yes,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
18:51.2,18:57.6,201,,,,Hostess_W03,Hostess_W03,杨先生觉得这些问题是...需要再看一看呢..还是通通都应该要翻篇,yáng xiānshēng juédé zhèxiē wèntí shì... Xūyào zài kàn yī kàn ne.. Háishì tōngtōng dū yīnggāi yào fān piān ,Mr. Yang thinks that these problems are...need to look at it again...or should all of them be turned over,husband,,,,,,,,,,,,,,,,,,,,,
18:57.7,18:59.9,202,,,,Husband_W03_AH,Husband_W03_AH,我觉得...翻篇是可以的,wǒ juédé... Fān piān shì kěyǐ de ,I think... it's okay to turn over the page,hostess,,,,,,,,,,self,+ve,judgement,invoke,irrealis Affect,,翻篇,,,expand:entertain,觉得,
18:59.9,19:02.7,202,,,,,Husband_W03_AH,现在呢...要要看要看她的态度,xiànzài ne... Yào yào kàn yào kàn tā de tàidù ,Now... it depends on her attitude,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,contract:proclaim,要,
19:02.7,19:05.7,202,,,,,Husband_W03_AH,如果她没有什么改变的话..没必要,rúguǒ tā méiyǒu shé me gǎibiàn dehuà.. Méi bìyào,If she doesn't change anything..it's not necessary (to remarry),hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没,,,contract:disclaim,没有,
19:07.5,19:31.6,202,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
19:31.6,19:34.6,203,,,,M_Wu_W03,M_Wu_W03,你这场...婚姻以..失败为收场,,,husband,,,,,,,,,,,,,,,,,,,,,
19:34.6,19:36.4,203,,,,,M_Wu_W03,其实是不无道理的,,,husband,,,,,,,,,,,,,,,,,,,,,
19:36.4,19:39.4,203,,,,,M_Wu_W03,首先第一点...杨先生做事...不计后果,,,husband,,,,,,,,,,,,,,,,,,,,,
19:39.4,19:43.9,203,,,,,M_Wu_W03,通过发朋友圈的这种方式...把所有的这个情况...公布于众,,,husband,,,,,,,,,,,,,,,,,,,,,
19:43.9,19:47.1,203,,,,,M_Wu_W03,这种方式...去发泄...你的这种情绪,,,husband,,,,,,,,,,,,,,,,,,,,,
19:47.1,19:49.4,203,,,,,M_Wu_W03,当然...你的情绪是发泄出来了,,,husband,,,,,,,,,,,,,,,,,,,,,
19:49.4,19:50.7,203,,,,,M_Wu_W03,你是爽了,,,husband,,,,,,,,,,,,,,,,,,,,,
19:50.7,19:55.6,203,,,,,M_Wu_W03,但是..你发出去之后对于你们的婚姻..造成多大的威胁,,,husband,,,,,,,,,,,,,,,,,,,,,
19:55.6,19:57.5,203,,,,,M_Wu_W03,同时还殴打妻子,,,husband,,,,,,,,,,,,,,,,,,,,,
19:57.5,20:00.1,203,,,,,M_Wu_W03,你总觉得这件事情是..翻篇就过去了,,,husband,,,,,,,,,,,,,,,,,,,,,
20:00.1,20:01.3,203,,,,,M_Wu_W03,打了就是打了,,,husband,,,,,,,,,,,,,,,,,,,,,
20:01.3,20:04.2,203,,,,,M_Wu_W03,我完全没有看到你这种...后悔呀,,,husband,,,,,,,,,,,,,,,,,,,,,
20:04.2,20:05.4,203,,,,,M_Wu_W03,懊恼啊,,,husband,,,,,,,,,,,,,,,,,,,,,
20:05.4,20:07.6,203,,,,,M_Wu_W03,甚至自责的这种情绪在,,,husband,,,,,,,,,,,,,,,,,,,,,
20:07.6,20:08.8,203,,,,,M_Wu_W03,你没有,,,husband,,,,,,,,,,,,,,,,,,,,,
20:08.8,20:13.2,203,,,,,M_Wu_W03,所以这是..最让你妻子...心寒的一个主要的原因..您知道吗,,,husband,,,,,,,,,,,,,,,,,,,,,
20:13.2,20:17.3,203,,,,,M_Wu_W03,第二点...我觉得...在你的身上有一个极强的控制欲,,,husband,,,,,,,,,,,,,,,,,,,,,
20:17.3,20:19.8,203,,,,,M_Wu_W03,你会关注到...她的一言一行,,,husband,,,,,,,,,,,,,,,,,,,,,
20:19.8,20:23.2,203,,,,,M_Wu_W03,关注到她手机的..所有的微信的聊天记录,,,husband,,,,,,,,,,,,,,,,,,,,,
20:23.2,20:25.7,203,,,,,M_Wu_W03,看了一次...又看一次..又看一次,,,husband,,,,,,,,,,,,,,,,,,,,,
20:25.7,20:31.8,203,,,,,M_Wu_W03,你的这种极强的...控制欲...促使着你...把你逼向了一个..很狭隘的人,,,husband,,,,,,,,,,,,,,,,,,,,,
20:31.8,20:34.1,203,,,,,M_Wu_W03,很可怕的人..你知道吗,,,husband,,,,,,,,,,,,,,,,,,,,,
20:34.1,20:37.5,203,,,,,M_Wu_W03,同时...对于钱的这种控制欲望...特别特别的强,,,husband,,,,,,,,,,,,,,,,,,,,,
20:37.5,20:39.4,203,,,,,M_Wu_W03,买任何东西都要一个发票,,,husband,,,,,,,,,,,,,,,,,,,,,
20:39.4,20:42.9,203,,,,,M_Wu_W03,买了菜给她十块钱你还得把那个...小钱给收回来,,,husband,,,,,,,,,,,,,,,,,,,,,
20:42.9,20:45.2,203,,,,,M_Wu_W03,婚姻不是...给她更多的自由吗,,,husband,,,,,,,,,,,,,,,,,,,,,
20:45.2,20:46.6,203,,,,,M_Wu_W03,而你给她的是什么,,,husband,,,,,,,,,,,,,,,,,,,,,
20:46.6,20:48.4,203,,,,,M_Wu_W03,你给她的更多是束缚,,,husband,,,,,,,,,,,,,,,,,,,,,
20:48.4,20:49.3,203,,,,,M_Wu_W03,是压抑,,,husband,,,,,,,,,,,,,,,,,,,,,
20:49.3,20:52.1,203,,,,,M_Wu_W03,你让她完全感觉不到...你对她的爱,,,husband,,,,,,,,,,,,,,,,,,,,,
20:52.1,20:54.4,203,,,,,M_Wu_W03,我的手机...要全部..给你看,,,husband,,,,,,,,,,,,,,,,,,,,,
20:54.4,20:56.0,203,,,,,M_Wu_W03,我的钱全部要..归你管,,,husband,,,,,,,,,,,,,,,,,,,,,
20:56.0,20:57.8,203,,,,,M_Wu_W03,谁愿意这样的一个..生活方式,,,husband,,,,,,,,,,,,,,,,,,,,,
20:57.8,20:59.6,203,,,,,M_Wu_W03,谁愿意要这样的婚姻啊,,,husband,,,,,,,,,,,,,,,,,,,,,
20:59.6,21:03.3,203,,,,,M_Wu_W03,第三点...我觉得你的言语...大于行动,,,husband,,,,,,,,,,,,,,,,,,,,,
21:03.3,21:04.8,203,,,,,M_Wu_W03,嘴上说是翻篇了,,,husband,,,,,,,,,,,,,,,,,,,,,
21:04.8,21:07.4,203,,,,,M_Wu_W03,但是你心里其实没有翻篇过去的,,,husband,,,,,,,,,,,,,,,,,,,,,
21:07.4,21:08.7,203,,,,,M_Wu_W03,你其实还是有芥蒂的,,,husband,,,,,,,,,,,,,,,,,,,,,
21:08.7,21:12.0,203,,,,,M_Wu_W03,你还是对她的这种行为...是难以忘怀的,,,husband,,,,,,,,,,,,,,,,,,,,,
21:12.0,21:13.4,203,,,,,M_Wu_W03,是心生芥蒂的,,,husband,,,,,,,,,,,,,,,,,,,,,
21:13.4,21:16.6,203,,,,,M_Wu_W03,所以这个女人..她不敢...再走进这个婚姻啊,,,husband,,,,,,,,,,,,,,,,,,,,,
21:16.6,21:18.9,203,,,,,M_Wu_W03,因为她..怕再..重蹈覆辙,,,husband,,,,,,,,,,,,,,,,,,,,,
21:18.9,21:22.5,203,,,,,M_Wu_W03,她怕这种..噩梦...还会再一次地重演,,,husband,,,,,,,,,,,,,,,,,,,,,
21:24.2,21:30.0,204,,,,M_Miu_W03,M_Miu_W03,杨先生..你在这个婚姻期间的一些行为啊...已经涉嫌违反法律的规定了,,,husband,,,,,,,,,,,,,,,,,,,,,
21:30.0,21:34.3,204,,,,,M_Miu_W03,第一个...你涉嫌侵犯了...邓女士的隐私权,,,husband,,,,,,,,,,,,,,,,,,,,,
21:34.3,21:37.6,204,,,,,M_Miu_W03,我国法律规定啊...公民是享有隐私权的,,,husband,,,,,,,,,,,,,,,,,,,,,
21:37.6,21:39.7,204,,,,,M_Miu_W03,夫妻之间也不例外,,,husband,,,,,,,,,,,,,,,,,,,,,
21:39.7,21:42.4,204,,,,,M_Miu_W03,你把聊天记录...发在了..微信群,,,husband,,,,,,,,,,,,,,,,,,,,,
21:42.4,21:43.6,204,,,,,M_Miu_W03,朋友圈,,,husband,,,,,,,,,,,,,,,,,,,,,
21:43.6,21:47.5,204,,,,,M_Miu_W03,你把..邓女士的隐私...曝光在..圈里的人,,,husband,,,,,,,,,,,,,,,,,,,,,
