begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
11:39.2,11:39.5,71,,,,Hostess_H01,Hostess_H01,嗯,Ń.,Mhm.,husband,,,,,,,,,,,,
11:39.2,11:42.2,72,,,,Husband_H01_WH,Husband_H01_WH,那挂的话那疑心肯定又大了..我知道,Nà guà dehuà nà yíxīn kěndìng yòu dàle.. wǒ zhīdào.,If I hung up the phone.. she would have more suspicion. I know.,hostess,antagonist,-ve,judgement,invoke,attitudinal token,observed,疑心,up:isolated,又大,contract:proclaim,我知道,
11:42.1,11:42.5,73,,,,Hostess_H01,Hostess_H01,嗯,Ń.,Mhm.,husband,,,,,,,,,,,,
11:42.2,11:44.6,74,,,,Husband_H01_WH,Husband_H01_WH,一手接电话..一手挂档,Yīshǒu jiē diànhuà.. yīshǒu guà dàng.,I used one hand to hold the phone.. and used the other hand to change gear.,hostess,,,,,,,,,,,,
11:44.6,11:46.3,74,,,,,Husband_H01_WH,一手扳方向盘,Yīshǒu bān fāngxiàngpán.,Used the other hand to hold the steering wheel.,hostess,,,,,,,,,,,,
11:46.3,11:49.0,74,,,,,Husband_H01_WH,那车就开到对面去了,Nà chē jiù kāi dào duìmiàn qùle.,The car went to the opposite side.,hostess,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
11:49.0,11:51.8,74,,,,,Husband_H01_WH,我也知道她为什么那个时候给我打电话,Wǒ yě zhīdào tā wèishéme nàgè shíhòu gěi wǒ dǎ diànhuà.,I also knew why she called me at that time.,hostess,self,+ve,judgement,invoke,quotation:self,,我知道,,,contract:proclaim,我知道,
11:51.8,11:54.2,74,,,,,Husband_H01_WH,因为走那个地方没信号了嘛,Yīnwèi zǒu nàgè dìfāng méi xìnhàole ma.,Because there was no signal there.,hostess,,,,,,,,,,,,
11:54.2,11:55.6,74,,,,,Husband_H01_WH,没信号了那肯定..,Méi xìnhàole nà kěndìng..,No signal. That's for sure..,hostess,,,,,,,,,,,,
11:55.6,11:58.9,74,,,,,Husband_H01_WH,看我肯定跟踪不了了,kàn wǒ kěndìng gēnzōng bùliǎole.,Look..  I can't track him.,hostess,antagonist,-ve,judgement,invoke,quotation:other,,看,,,contract:proclaim,肯定,
11:58.9,12:00.4,74,O,,,,Husband_H01_WH,那[失踪了],Nà shīzōngle.,He is missing.,hostess,,,,,,,,,,,,
11:59.9,12:00.9,75,O,I,,Hostess_H01,Hostess_H01,[监控不]到了,Jiānkòng bù dàole.,I can't monitor him.,husband,,,,,,,,,,,,
12:01.0,12:02.7,76,,I,,Husband_H01_WH,Husband_H01_WH,跟踪不到了..对吧,Gēnzōng bù dàole.. duì ba,I can't track him.. Is that right,hostess,,,,,,,,,,,,
12:02.7,12:03.8,76,,,,,Husband_H01_WH,回来我跟她解释,Huílái wǒ gēn tā jiěshì.,When I came back home.. I explained the situation to her.,hostess,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
12:03.8,12:06.8,76,,,,,Husband_H01_WH,我说你这样我说当时我接那个电话..,Wǒ shuō nǐ zhèyàng wǒ shuō dāngshí wǒ jiē nàgè diànhuà..,I said.. you did this.. I said that I answered the phone at that time.,hostess,self,+ve,judgement,invoke,quotation:self,,我说,,,monoglossic,,
12:06.8,12:08.3,76,,,,,Husband_H01_WH,车开对面去了,chē kāi duìmiàn qùle.,The car went to the opposite side of the road.,hostess,,,,,,,,,,,,
12:08.3,12:10.0,76,,,,,Husband_H01_WH,那个很危险的,Nàgè hěn wéixiǎn de.,That was very dangerous.,hostess,antagonist,-ve,judgement,invoke,attitudinal token,other,危险,up:isolated,很,monoglossic,,
12:10.0,12:11.7,76,,,,,Husband_H01_WH,没有任何反应,Méiyǒu rènhé fǎnyìng.,No response.,hostess,antagonist,-ve,judgement,invoke,denial,,没有,up:isolated,任何,monoglossic,,
12:13.4,12:14.5,76,,,,,Husband_H01_WH,反应的就是..,Fǎnyìng de jiùshì..,Her reaction was that..,hostess,,,,,,,,,,,,
12:14.5,12:16.9,76,,,,,Husband_H01_WH,你这个定位器我必须要跟踪,nǐ zhège dìngwèi qì wǒ bìxū yào gēnzōng.,I must track your location.,hostess,antagonist,-ve,judgement,invoke,quotation:other,,反应,,,contract:proclaim,就,
12:16.9,12:19.1,77,,I,S,Wife_H01_AW,Wife_H01_AW,我当时也没有对他说..,Wǒ dāngshí yě méiyǒu duì tā shuō..,At that time.. I didn't say that..,hostess,self,+ve,judgement,invoke,denial,,没有,,,contract:disclaim,也,
12:19.1,12:20.8,77,,,,,Wife_H01_AW,这个电话不能挂,zhège diànhuà bùnéng guà.,You can't hang up the phone.,hostess,,,,,,,,,,,,
12:20.8,12:22.4,77,,,,,Wife_H01_AW,你必须接到听我说,Nǐ bìxū jiē dào tīng wǒ shuō.,You must answer the phone and listen to me.,hostess,,,,,,,,,,,,
12:22.4,12:23.4,77,,,,,Wife_H01_AW,我并没有这样,Wǒ bìng méiyǒu zhèyàng.,I didn't do that.,hostess,self,+ve,judgement,invoke,denial,,没有,,,contract:disclaim,并,
12:23.4,12:24.8,77,O,,,,Wife_H01_AW,他说[不安全],Tā shuō bu ānquán.,He said it was not safe.,hostess,,,,,,,,,,,,
12:23.5,12:24.7,78,O,I,S,Hostess_H01,Hostess_H01,[你是没有]说,Nǐ shì méiyǒu shuō.,You didn't say that.,wife,,,,,,,,,,,,
12:24.7,12:26.1,78,,,,,Hostess_H01,但是他害怕,Dànshì tā hàipà.,But he was frightened.,wife,,,,,,,,,,,,
12:26.5,12:27.4,79,,I,S,Wife_H01_AW,Wife_H01_AW,他说[不安全],Tā shuō bù ānquán,He said that it was not safe,hostess,,,,,,,,,,,,
12:26.8,12:27.6,80,O,I,S,Hostess_H01,Hostess_H01,[有想法吗],Yǒu xiǎngfǎ ma,Do you understand,wife,,,,,,,,,,,,
12:27.4,12:29.0,81,O,I,S,Wife_H01_AW,Wife_H01_AW,我就挂电话嘛,Wǒ jiù guà diànhuà ma.,I hung up the phone.,hostess,self,+ve,judgement,invoke,contrast,,他/我,,,contract:proclaim,就,嘛
12:29.7,12:31.4,81,,,,,Wife_H01_AW,我没有继续纠缠他嘛,Wǒ méiyǒu jìxù jiūchán tā ma.,I did not continue to entangle him.,hostess,self,+ve,judgement,invoke,denial,,没有,up:isolated,继续,contract:proclaim,嘛,嘛
12:31.5,12:33.8,82,,I,S,Hostess_H01,Hostess_H01,你以后还出现这种行为吗,Nǐ yǐhòu hái chūxiàn zhè zhǒng xíngwéi ma,Did you do something similar afterwards,wife,,,,,,,,,,,,
12:33.8,12:37.5,83,O,,,Wife_H01_AW,Wife_H01_AW,以后都是因为他让我感到不安全的时候,Yǐhòu dōu shì yīnwèi tā ràng wǒ gǎndào bù ānquán de shíhòu.,If I did.. it’s all because he made me feel unsafe,hostess,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,感到不安全,up:isolated,都是,contract:proclaim,因为,
12:37.5,12:40.6,84,O,I,S,Hostess_H01,Hostess_H01,只要你感觉到不安全..你就会这样做..是这[意思吗],Zhǐyào nǐ gǎnjué dào bù ānquán.. nǐ jiù huì zhèyàng zuò.. shì zhè yìsi ma,Whenever you feel unsafe.. you will do it. Is this what you mean,wife,,,,,,,,,,,,
12:39.9,12:41.4,85,O,I,S,Wife_H01_AW,Wife_H01_AW,[我就会打]电话找他,Wǒ jiù huì dǎ diànhuà zhǎo tā.,I will call him.,hostess,self,+ve,judgement,invoke,contrast,,他/我,,,contract:proclaim,就,
12:41.4,12:46.2,85,,,,,Wife_H01_AW,我只是想了解我自己的老公一天做了什么,Wǒ zhǐshì xiǎng liǎojiě wǒ zìjǐ de lǎogōng yītiān zuòle shénme.,I just want to know what my husband does in a day.,hostess,self,+ve,judgement,invoke,evoke,,,,,contract:disclaim,只是,
12:46.2,12:48.4,85,,,,,Wife_H01_AW,他极度地反对,Tā jídù de fǎnduì.,He is strongly opposed to it.,hostess,antagonist,-ve,judgement,invoke,denial,,反对,up:isolated,极度,monoglossic,,
12:48.4,12:50.6,85,O,,,,Wife_H01_AW,他说我控制他[人身]自由,Tā shuō wǒ kòngzhì tā rénshēn zìyóu.,He said that I constrained his freedom.,hostess,antagonist,-ve,judgement,invoke,quotation:other,,他说,,,monoglossic,,
12:49.8,12:50.2,86,O,,,Husband_H01_WH,Husband_H01_WH,[唉],Āi.,Aww.,,,,,,,,,,,,,
12:50.6,12:57.8,87,O,I,S,Hostess_H01,Hostess_H01,你的意思[是..他]如果没有问题就应该坦然面对你追踪他的这个结果,Nǐ de yìsi shì.. tā rúguǒ méiyǒu wèntí jiù yīnggāi tǎnrán miàn duì nǐ zhuīzōng tā de zhège jiéguǒ.,What do you mean is that if he has no problem.. he should accept the reality that you track him.,wife,,,,,,,,,,expand:entertain,,
12:52.6,12:53.2,88,O,,,Husband_H01_WH,Husband_H01_WH,[唉],Āi.,Aww.,,,,,,,,,,,,,
12:57.8,12:58.6,89,,,,Wife_H01_AW,Wife_H01_AW,对,Duì.,Correct.,hostess,antagonist,-ve,judgement,invoke,affirmation,,应该,,,monoglossic,,
12:59.1,13:00.0,90,,,,Hostess_H01,Hostess_H01,郭先生,Guō xiānshēng.,Mr. Guo.,husband,,,,,,,,,,,,
13:00.0,13:01.1,91,,,,Husband_H01_WH,Husband_H01_WH,唉…,Āi.,Aww.,,,,,,,,,,,,,
13:01.2,13:03.6,91,,,,,Husband_H01_WH,为什么会吵架吵得这么厉害哦,Wèishéme huì chǎojià chǎo dé zhème lìhài ó,Why do we quarrel so fiercely,hostess,,,,,,,,,,,,
13:03.6,13:05.1,91,,,,,Husband_H01_WH,今天我上班,Jīntiān wǒ shàngbān.,For example.. I go work today.,hostess,,,,,,,,,,,,
13:05.1,13:07.2,91,,,,,Husband_H01_WH,晚上三点钟回家,Wǎnshàng sān diǎn zhōng huí jiā.,I come back home at three o'clock in the morning.,hostess,,,,,,,,,,,,
13:07.2,13:09.2,91,,,,,Husband_H01_WH,吵到天亮,Chǎo dào tiānliàng.,We will quarrel until dawn.,hostess,antagonist,-ve,judgement,invoke,evoke,,吵架,up:isolated,到天亮,monoglossic,,
13:09.2,13:13.6,91,,,,,Husband_H01_WH,然后下午接着又开车,Ránhòu xiàwǔ jiēzhe yòu kāichē.,Then I continue to drive in the afternoon.,hostess,,,,,,,,,,,,
13:13.6,13:15.0,91,,,,,Husband_H01_WH,并且跟她说了..,Bìngqiě gēn tā shuōle..,Moreover.. I have told her.,hostess,self,+ve,judgement,invoke,quotation:self,,说,,,contract:proclaim,并,对吧
13:15.0,13:17.9,91,,,,,Husband_H01_WH,我这个开车安全第一啊..对吧,wǒ zhège kāichē ānquán dì yī a.. duì ba,My safety in driving should be the priority.. Is that right,hostess,,,,,,,,,,,,
13:17.9,13:19.6,91,,,,,Husband_H01_WH,你不让我睡觉,Nǐ bù ràng wǒ shuìjiào.,If you don't allow me to sleep..,hostess,antagonist,-ve,judgement,invoke,denial,,不,,,monoglossic,,
13:18.0,13:18.6,92,,,,Hostess_H01,Hostess_H01,嗯,Ń.,Mhm.,husband,,,,,,,,,,,,
13:19.6,13:20.8,93,,,,Husband_H01_WH,Husband_H01_WH,我下午怎么开车呀,Wǒ xiàwǔ zěnme kāichē ya,How can I drive in the afternoon,hostess,antagonist,-ve,judgement,invoke,rhetorical question,,怎么……呀,,,contract:proclaim,怎么……呀,
13:20.9,13:22.7,94,,I,S,Wife_H01_AW,Wife_H01_AW,那你在家休息的时候,Nà nǐ zàijiā xiūxí de shíhòu..,Then when you are at home..,antagonist,,,,,,,,,,,,
13:22.7,13:23.8,94,,,,,Wife_H01_AW,我和你聊天,wǒ hé nǐ liáotiān.,I chat with you.,antagonist,,,,,,,,,,,,
13:23.8,13:24.9,94,,,,,Wife_H01_AW,我找你说话的时候,Wǒ zhǎo nǐ shuōhuà de shíhòu..,When I want to talk to you..,antagonist,,,,,,,,,,,,
13:24.9,13:27.2,94,,,,,Wife_H01_AW,你为什么视我不存在,nǐ wèishéme shì wǒ bù cúnzài,Why do you treat me as something invisible,antagonist,antagonist,-ve,judgement,inscribe,,,视我不存在,up:infused,视我不存在,expand:entertain,为什么,
13:27.2,13:28.0,95,,I,S,Husband_H01_WH,Husband_H01_WH,在家里面聊天,Zàijiā lǐmiàn liáotiān..,When we chat at home..,antagonist,,,,,,,,,,,,
13:28.0,13:29.8,95,,,,,Husband_H01_WH,你就是拿语言来刺激我,nǐ jiùshì ná yǔyán lái cìjī wǒ.,You simply use language to irritate me.,antagonist,antagonist,-ve,judgement,inscribe,,,刺激,up:infused,刺激,contract:proclaim,就,
13:29.8,13:32.0,95,,,,,Husband_H01_WH,你说这个咋聊啊,Nǐ shuō zhège zǎ liáo a,You tell how can we chat,antagonist,antagonist,-ve,judgement,invoke,rhetorical question,,咋……啊,,,expand:entertain,咋……啊,啊
13:32.0,14:03.3,95,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
14:03.3,14:05.2,96,,,,Wife_H01_AW,Wife_H01_AW,我打过那个女人的电话,wǒ dǎguò nàgè nǚrén de diànhuà.,I called the woman on the phone,hostess,,,,,,,,,,,,
14:05.2,14:07.5,97,,I,S,Hostess_H01,Hostess_H01,你求证到了什么结果没有,Nǐ qiúzhèng dàole shénme jiéguǒ méiyǒu,Did you prove something,wife,,,,,,,,,,,,
14:07.5,14:09.6,98,,,,Wife_H01_AW,Wife_H01_AW,没有..他们双方都不承认,Méiyǒu.. tāmen shuāngfāng dōu bù chéngrèn.,No.. neither of them admitted it,hostess,,,,,,,,,,,,
14:09.6,14:11.9,98,,,,,Wife_H01_AW,都认为这只是一个玩笑而已,Dōu rènwéi zhè zhǐshì yīgè wánxiào éryǐ.,Both of them thought this was just for fun,hostess,,,,,,,,,,expand:entertain,,
14:11.9,14:16.0,98,,,,,Wife_H01_AW,我打那个女人电话是因为出于心头很气愤,Wǒ dǎ nàgè nǚrén diànhuà shì yīn wéi chū yú xīntóu hěn qìfèn.,I called the woman because I was extremely angry,hostess,self,-ve,judgement,invoke,attitudinal token,antagonist,气,up:isolated,很,contract:proclaim,因为,
14:16.0,14:17.7,98,,,,,Wife_H01_AW,打过去骂她的,Dǎ guòqù mà tā de.,I called her to curse at her,hostess,,,,,,,,,,,,
14:17.7,14:19.8,98,,,,,Wife_H01_AW,当时她和我对骂,Dāngshí tā hé wǒ duì mà.,She cursed back at me on the phone,hostess,intruder,-ve,judgement,inscribe,,,对骂,,,monoglossic,,
14:19.8,14:23.2,98,,,,,Wife_H01_AW,所以我更相信他们之间更不正常,Suǒyǐ wǒ gèng xiāngxìn tāmen zhī jiān gèng bù zhèngcháng.,So I believed more firmly that there was something abnormal between them,hostess,antagonist,-ve,judgement,inscribe,,,不正常,up:isolated,更,contract:proclaim,所以,
14:23.2,14:25.8,98,,,,,Wife_H01_AW,让我感觉很不踏实,Ràng wǒ gǎnjué hěn bù tàshí.,they made me feel very unsettled,hostess,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不踏实,up:isolated,很,contract:proclaim,很,
14:25.8,14:27.1,98,,,,,Wife_H01_AW,很没安全感,Hěn méi ānquán gǎn.,Very insecure,hostess,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,没安全感,up:isolated,很,monoglossic,,
14:27.2,16:02.5,98,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
16:02.5,16:06.2,99,,,,Hostess_H01,Hostess_H01,娘家人说的话..你怎么看,Niángjiā rén shuō dehuà.. nǐ zěnme kàn,About these comments from a relative of your side.. what do you think,wife,,,,,,,,,,,,
16:06.6,16:12.4,100,,,,Wife_H01_AW,Wife_H01_AW,其实对我们家这个事情..她根本就不是很清楚,Qíshí duì wǒmen jiā zhège shìqíng.. tā gēnběn jiù bùshì hěn qīngchǔ.,In fact about our family.. she is not very clear about what happens …,hostess,third,-ve,judgement,invoke,denial,,不清楚,up:isolated,根本,contract:proclaim,其实,
16:14.0,16:19.3,100,,,,,Wife_H01_AW,因为他表面上做的好像都是对..为家庭在着想,Yīnwèi tā biǎomiàn shàng zuò de hǎoxiàng dōu shì duì.. wéi jiātíng zài zhuóxiǎng.,Because superficially it seems that he is doing everything right.. thinking for the family…,hostess,antagonist,-ve,judgement,inscribe,,,表面上,,,contract:proclaim,因为,
16:19.3,16:20.6,100,,,,,Wife_H01_AW,都是在照顾家庭,Dōu shì zài zhàogù jiātíng.,taking care of the family…,hostess,,,,,,,,,,,,
16:20.6,16:23.5,100,,,,,Wife_H01_AW,但是他的心根本就没在这个..在我身上,Dànshì tā de xīn gēnběn jiù méi zài zhège.. zài wǒ shēnshang.,But his heart was not here at all.. not on me…,hostess,antagonist,-ve,judgement,inscribe,,,心没在这,up:isolated,根本,contract:disclaim,但是,
16:23.5,16:25.2,100,,,,,Wife_H01_AW,让我感觉到没有安全感,Ràng wǒ gǎnjué dào méiyǒu ānquán gǎn.,He made me feel no sense of security,hostess,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,没安全感,,,expand:entertain,没有,
16:25.2,16:27.9,101,,I,S,Hostess_H01,Hostess_H01,你一直在强调你没有安全感..,Nǐ yīzhí zài qiángdiào nǐ méiyǒu ānquán gǎn..,You have been emphasizing that you have no sense of security.,wife,,,,,,,,,,,,
16:27.9,16:30.6,101,,,,,Hostess_H01,你这安全感到底指的是什么,nǐ zhè ānquán gǎn dàodǐ zhǐ de shì shénme,What on earth do you mean by a sense of security,wife,,,,,,,,,,,,
16:30.6,16:33.3,101,,,,,Hostess_H01,你特别害怕他离开你吗,Nǐ tèbié hàipà tā líkāi nǐ ma,Are you particularly afraid that he will leave you,wife,,,,,,,,,,,,
16:33.3,16:34.4,102,,,,Husband_H01_WH,Husband_H01_WH,呵呵呵,Hēhē hē,Hehehe.,,,,,,,,,,,,,
16:34.4,16:36.1,103,,I,S,Wife_H01_AW,Wife_H01_AW,不是说害怕他离开我,bùshì shuō hàipà tā líkāi wǒ.,It doesn't mean that I am afraid of his leaving me.,hostess,self,+ve,judgement,invoke,denial,,不,,,monoglossic,,
16:36.1,16:38.2,103,,,,,Wife_H01_AW,我只想要保住我这个家,Wǒ zhǐ xiǎng yào bǎozhù wǒ zhège jiā.,I just want to keep my family.,hostess,self,+ve,judgement,invoke,irrealis Affect,,想,up:isolated,保住,contract:disclaim,只是,
16:38.2,16:41.1,103,,,,,Wife_H01_AW,因为我从小没有感觉到温暖,Yīnwèi wǒ cóngxiǎo méiyǒu gǎnjué dào wēnnuǎn.,Because I have never felt warmth since I was young.,hostess,self,+ve,judgement,invoke,attitudinal token,other,没感觉温暖,,,contract:proclaim,因为,
16:41.1,16:42.2,103,,,,,Wife_H01_AW,没有安全感,Méiyǒu ānquán gǎn.,I have never had a sense of security.,hostess,self,+ve,judgement,invoke,attitudinal token,other,没安全感,,,monoglossic,,
16:42.2,16:44.1,103,,,,,Wife_H01_AW,因为我母亲死得早,Yīnwèi wǒ mǔqīn sǐ dé zǎo.,Because my mother died early.,hostess,self,+ve,judgement,invoke,proclaim,,,,,contract:proclaim,因为,
16:44.1,16:47.0,103,O,,,,Wife_H01_AW,[我父亲]找了个后妈,Wǒ fùqīn zhǎole gè hòumā.,My father found a stepmother.,hostess,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
16:44.9,16:45.9,104,O,,,Husband_H01_WH,Husband_H01_WH,[唉],Āi.,Aww.,,,,,,,,,,,,,
16:47.0,16:48.6,105,,,,Wife_H01_AW,Wife_H01_AW,对我也不很好,Duì wǒ yě bù hěn hǎo.,She was not nice to me.,hostess,other,-ve,judgement,inscribe,,,不好,down:isolated,不很,monoglossic,,
16:48.6,16:50.5,105,,,,,Wife_H01_AW,她和我父亲有个小孩,Tā hé wǒ fùqīn yǒu gè xiǎohái.,She had a child with my father.,hostess,,,,,,,,,,,,
16:50.5,16:53.4,105,,,,,Wife_H01_AW,我下了夜班还要回家给她带小孩,Wǒ xiàle yèbān hái yào huí jiā jǐ tā dài xiǎohái.,After I returned home after working on a night shift.. I had to babysit the child for her.,hostess,self,+ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim,还要,
16:53.4,16:59.5,105,,,,,Wife_H01_AW,带了小孩..他们回了家做饭..吃了..就把剩的饭就倒掉..,Dàile xiǎohái.. tāmen huíle jiā zuò fàn.. chīle.. jiù bǎ shèng de fàn jiù dào diào..,After babysitting the child. After they went home and finished cooking. They had the meal. They would dumped the leftovers. ,hostess,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
16:59.5,17:01.0,105,,,,,Wife_H01_AW,都不留给我吃,dōu bù liú gěi wǒ chī.,They didn't leave anything for me to eat.,hostess,self,+ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim,都,
17:01.0,17:02.4,106,,I,S,Hostess_H01,Hostess_H01,不会顾及到你..是吗,Bù huì gùjí dào nǐ.. shì ma,They didn't care about you.. isn't it,wife,,,,,,,,,,,,
17:02.4,17:03.1,107,,,,Wife_H01_AW,Wife_H01_AW,对,Duì.,That's true.,hostess,other,-ve,judgement,invoke,affirmation,,不,,,monoglossic,,
17:04.0,17:07.6,107,,,,,Wife_H01_AW,我从小我的家也不是很幸福,Wǒ cóngxiǎo wǒ de jiā yě bùshì hěn xìngfú.,I didn't grow up in a happy family.,hostess,self,+ve,judgement,invoke,attitudinal token,other,不幸福,down:isolated,不恨,contract:disclaim,也,
17:07.6,17:12.1,107,,,,,Wife_H01_AW,我的母亲在我十岁的时候就离开了,Wǒ de mǔqīn zài wǒ shí suì de shíhòu jiù líkāile.,My mother passed away when I was ten years old.,hostess,self,+ve,judgement,invoke,counter-expectancy,,就,,,contract:disclaim,就,
17:12.1,17:14.5,107,,,,,Wife_H01_AW,在家里面没有感觉到幸福,Zàijiā lǐmiàn méiyǒu gǎnjué dào xìngfú.,I didn't feel happiness at home.,hostess,self,+ve,judgement,invoke,attitudinal token,other,没有幸福,,,monoglossic,,
17:14.5,17:16.1,107,,,,,Wife_H01_AW,没有安全感,Méiyǒu ānquán gǎn.,No sense of security.,hostess,self,+ve,judgement,invoke,attitudinal token,antagonist,没安全感,,,monoglossic,,
17:16.1,17:18.1,107,,,,,Wife_H01_AW,认为找到他过后..,Rènwéi zhǎodào tā guòhòu..,I thought that after I married him..,hostess,self,+ve,judgement,invoke,irrealis Affect,,认为,,,expand:entertain,认为,
17:18.1,17:19.9,107,,,,,Wife_H01_AW,认为觉得自己有家了..,rènwéi juédé zìjǐ yǒu jiāle..,I thought.. I felt.. that I had my own family..,hostess,self,+ve,judgement,invoke,irrealis Affect,,觉得,,,expand:entertain,觉得,
17:19.9,17:21.8,107,,,,,Wife_H01_AW,应该过得很好,yīnggāiguò dé hěn hǎo.,I should be able to have a good life.,hostess,self,+ve,judgement,invoke,irrealis Affect,,应该,,,contract:proclaim,不,
17:21.8,17:23.7,107,,,,,Wife_H01_AW,不会再受那些气,Bù huì zài shòu nàxiē qì.,I would not be bullied like that.,hostess,other,-ve,judgement,invoke,attitudinal token,other,气,,,contract:proclaim,再,
17:23.7,17:26.9,107,,,,,Wife_H01_AW,在和他在一起的时候..,Zài hé tā zài yīqǐ de shíhòu..,When I was with him..,hostess,,,,,,,,,,,,
17:26.9,17:29.3,107,,,,,Wife_H01_AW,他其实是很好一个人,tā qíshí shì hěn hǎo yīgè rén.,He was actually a very good person,hostess,antagonist in the past,+ve,judgement,inscribe,,,好,up:isolated,很,contract:proclaim,其实,
17:29.3,17:31.0,107,,,,,Wife_H01_AW,很体贴,Hěn tǐtiē,Very considerate ,hostess,antagonist in the past,+ve,judgement,inscribe,,,体贴,up:isolated,很,monoglossic,,
17:29.3,17:31.0,107,,,,,Wife_H01_AW,很照顾,hěn zhàogù.,very caring.,hostess,antagonist in the past,+ve,judgement,inscribe,,,照顾,up:isolated,很,monoglossic,,
17:31.0,17:35.8,107,,,,,Wife_H01_AW,但自从发生14年发生他这个事情..,Dàn zìcóng fāshēng 14 nián fāshēng tā zhège shìqíng..,But since 2014.. this thing happened..,hostess,antagonist,-ve,judgement,invoke,counter-expectancy,,但是,up:isolated,,monoglossic,,
17:35.8,17:39.3,107,,,,,Wife_H01_AW,我再也感受不到他以前的那种照顾,wǒ zài yě gǎnshòu bù dào tā yǐqián dì nà zhǒng zhàogù.,I could no longer feel the kind of care he used to give me,hostess,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,感受不到,up:isolated,再也,contract:proclaim,再也,
17:39.3,17:40.8,107,,,,,Wife_H01_AW,全都变了,Quándōu biànle.,All has changed.,hostess,antagonist,-ve,judgement,invoke,contrast,,变了,up:isolated,全,contract:proclaim,全了,
17:40.8,17:44.0,107,,,,,Wife_H01_AW,以前他没有这些事的时候..,Yǐqián tā méiyǒu zhèxiē shì de shíhòu..,In the past.. when he didn't have these affairs.,hostess,,,,,,,,,,,,
17:44.0,17:46.2,107,,,,,Wife_H01_AW,以前比如他要开车..,yǐqián bǐrú tā yào kāichē..,In the past.. for example.. if he went out to drive..,hostess,,,,,,,,,,,,
17:46.2,17:49.1,107,,,,,Wife_H01_AW,他会把几天的菜都给我弄好,tā huì bǎ jǐ tiān de cài dōu gěi wǒ nòng hǎo.,he would prepare make-ahead meals for a whole week for me,hostess,antagonist in the past,+ve,judgement,invoke,evoke,,弄菜,up:isolated,几天,monoglossic,,
17:49.1,17:50.0,107,O,,,,Wife_H01_AW,[放在]家里,Fàng zài jiālǐ.,he would make the meals ready,hostess,,,,,,,,,,,,
17:49.2,17:49.7,108,O,,,Hostess_H01,Hostess_H01,[嗯],Ń.,Mhm.,wife,,,,,,,,,,,,
17:50.0,17:52.5,109,,,,Wife_H01_AW,Wife_H01_AW,我自己热一下就可以吃了,Wǒ zìjǐ rè yīxià jiù kěyǐ chīle.,I simply heated the food and I could eat.,hostess,antagonist in the past,+ve,judgement,invoke,evoke,,弄菜,up:isolated,热一下就,monoglossic,,
17:52.5,17:56.0,109,,,,,Wife_H01_AW,甚至他说他也知道我喜欢吃什么,Shènzhì tā shuō tā yě zhīdào wǒ xǐhuān chī shénme.,Even he said that he also knew what I liked to eat.,hostess,antagonist in the past,+ve,judgement,invoke,quotation:other,,说,,,contract:disclaim,甚至,
17:56.0,17:58.4,109,,,,,Wife_H01_AW,而且每天做菜的时候还专门问..,Érqiě měitiān zuò cài de shíhòu hái zhuānmén wèn..,And everyday.. before cooking.. he also asked..,hostess,antagonist in the past,+ve,judgement,invoke,evoke,,专门,up:isolated,每天,contract:proclaim,而且,
17:58.4,18:00.1,109,,,,,Wife_H01_AW,你喜欢..你想吃什么,nǐ xǐhuān.. nǐ xiǎng chī shénme,What do you like What do you want to eat,hostess,antagonist in the past,+ve,judgement,invoke,quotation:other,,问,,,monoglossic,,
18:00.1,18:01.9,109,O,,,,Wife_H01_AW,[他]就去买来弄,Tā jiù qù mǎi lái nòng.,He would then go to buy it and cook.,hostess,antagonist in the past,+ve,judgement,invoke,evoke,,,,,monoglossic,,
18:00.1,18:00.5,110,O,,,Hostess_H01,Hostess_H01,[嗯],Ń.,Mhm.,wife,,,,,,,,,,,,
18:01.9,18:04.8,111,,,,Wife_H01_AW,Wife_H01_AW,现在早就没有这些了,Xiànzài zǎo jiù méiyǒu zhèxiēle.,There is no such thing now.,hostess,antagonist,-ve,judgement,invoke,contrast,,过去/现在,up:isolated,早就,contract:proclaim,早就,
18:05.3,18:08.5,112,,I,S,Hostess_H01,Hostess_H01,他以前会照顾你到这么细致的程度,Tā yǐqián huì zhàogù nǐ dào zhème xìzhì de chéngdù,Did he take care of you so considerately before,wife,husband,+ve,judgement,inscribe,,,,,,expand:entertain,,
